icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
,,29612,BARABINSK,,RS,55.3544,78.3083,118,5,29612
,,29634,NOVOSIBIRSK,,RS,54.9667,82.95,143,5,29634
,,29698,NIZHNEUDINSK,,RS,54.8833,99.0333,410,5,29698
,,29839,BARNAUL (29839-0),,RS,53.5,83.8333,140,5,29839
,,29862,ABAKAN,,RS,53.7667,91.3167,253,5,29862
,,30054,VITIM,,RS,59.45,112.5833,186,5,30054
,,30230,KIRENSK,,RS,57.7667,108.0667,256,5,30230
,,30309,BRATSK,,RS,56.2833,101.75,410,5,30309
,,30372,CHARA,,RS,56.9,118.2667,709,5,30372
,,30557,BAGDARIN (RS),,RS,54.4667,113.5833,995,5,30557
,,30635,UST'-BARGUZIN,,RS,53.4167,109.0167,459,5,30635
,,30673,MOGOCHA,,RS,53.75,119.7333,624,5,30673
,,30715,ANGARSK,,RS,52.4833,103.85,435,5,30715
,,30758,CHITA,,RS,52.0833,113.4833,671,5,30758
,,30935,KRASNYJ CHIKOJ,,RS,50.3667,108.75,770,5,30935
,,30965,BORZYA,,RS,50.4,116.5167,675,5,30965
,,31004,ALDAN,,RS,58.6167,125.3667,678,5,31004
,,31088,OHOTSK,,RS,59.3667,143.2,4,5,31088
,,31168,AYAN,,RS,56.45,138.15,6,5,31168
,,31300,ZEJA,,RS,53.7414,127.2764,228,5,31300
,,31369,NIKOLAEVSK-NA-AMURE,,RS,53.1475,140.6939,44,5,31369
,,31510,BLAGOVESCETNSK,,RS,50.2803,127.4783,168,5,31510
,,31538,SUTUR,,RS,50.0667,132.1333,343,5,31538
,,31561,KOMSOMOLSK-ON-AMUR,,RS,50.6,137.0333,19,5,31561
,,31736,HABAROVSK (31736-0),,RS,48.5333,135.2333,72,5,31736
,,31770,SOVETSKAYA GAVAN,,RS,0.0049,140.3,20,5,31770
,,31873,DAL'NERECHENSK,,RS,45.8667,133.7333,100,5,31873
,,31977,VLADIVOSTOK (SAD GOROD),,RS,43.2667,132.05,77,5,31977
,,32061,ALEKSANDROVSK-SAHALINSKIJ,,RS,50.9,142.1667,30,5,32061
,,32098,PORONAJSK,,RS,49.2167,143.1,7,5,32098
,,32150,JUZHNO-SAHALINSK,,RS,46.95,142.7167,22,5,32150
,,32215,SEVERO-KURIL'SK,,RS,50.6833,156.1333,24,5,32215
,,32389,KLJUCHI,,RS,56.3167,160.8333,28,5,32389
,,32477,SOBOLEVO,,RS,54.3,155.9167,25,5,32477
,,32540,PETROPAVLOVSK-KAMCHATSKIJ,,RS,53.0833,158.5833,78,5,32540
,,32618,OSTROV BERINGA,,RS,55.2,165.9833,16,5,32618
,,34009,KURSK,,RS,51.7667,36.1667,246,5,34009
,,34122,VORONEZ (34122-0),,RS,51.65,39.25,100,5,34122
,,34172,SARATOV (34170-1),,RS,51.5567,46.0394,162,5,34172
,,34247,KALACH,,RS,50.4167,41.05,90,5,34247
,,34467,VOLGOGRAD (34467-1),,RS,48.7833,44.3333,141,5,34467
,,34731,ROSTOV-NA-DONU (34731-1),,RS,47.25,39.8167,78,5,34731
,,34858,DIVNOE,,RS,45.9167,43.35,85,5,34858
,,34882,ASTRAHAN' (34882-1),,RS,46.2833,47.9833,-17,5,34882
,,35121,ORENBURG,,RS,51.6925,55.0783,114,5,35121
,,36096,KYZYL,,RS,51.7167,94.5,626,5,36096
,,37011,TUAPSE (37011-1),,RS,44.1,39.0333,94,5,37011
,,37055,MINERAL'NYE VODY (37055-1),,RS,44.2167,43.1,312,5,37055
,,37099,SOCHI,,RS,43.5833,39.7667,141,5,37099
,,37259,MAHACHKALA,,RS,43.0167,47.4833,-19,5,37259
,,40373,AL QAISUMAH AIRPORT,,SA,28.3306,46.1234,357,5,40373
,,40375,TABUK AIRPORT,,SA,28.3672,36.6043,767,5,40375
,,40394,HAIL AIRPORT,,SA,27.435,41.6902,1001,5,40394
,,40417,KING FAHD AIRPORT,,SA,26.4461,49.8097,14,5,40417
,,40430,AL MADINA AIRPORT,,SA,24.5588,39.6999,635,5,40430
,,40437,RIYADH/KING KHALID,,SA,24.9333,46.7167,624,5,40437
,,41024,KING ABDULAZIZ AIRPORT,,SA,21.6576,39.1857,16,5,41024
,,41112,ABHA,,SA,18.2333,42.65,2090,5,41112
,,63985,SEYCHELLES INTER. AIRPORT,,SE,-4.679,55.5308,4,5,63985
,,68263,PRETORIA (IRENE),,SF,-25.9105,28.2106,1524,5,68263
,,68424,UPINGTON,,SF,-28.4111,21.2641,840,5,68424
,,68442,BLOEMFONTEIN AIRPORT,,SF,-29.1039,26.2981,1354,5,68442
,,68512,SPRINGBOK,,SF,-29.6694,17.8788,1006,5,68512
,,68538,DE AAR,,SF,-30.6651,23.9927,1286,5,68538
,,68588,DURBAN/LOUIS BOTHA,,SF,-29.9667,30.95,8,5,68588
,,68592,KING SHAKA INT'L AIRPORT,,SF,-29.6018,31.1239,105,5,68592
,,68816,CAPE TOWN INTNL. AIRPORT,,SF,-33.9631,18.6023,42,5,68816
,,68842,PORT ELIZABETH,,SF,-33.9864,25.6164,59,5,68842
,,68994,MARION ISLAND,,SF,-46.8767,37.8587,24,5,68994
,,61641,DAKAR/YOFF,,SG,14.73,-17.5,24,5,61641
,,61660,DAKAR-DIASS-AIBD,,SG,14.6709,-17.0673,86,5,61660
,,61687,TAMBACOUNDA,,SG,13.7697,-13.6797,48,5,61687
,,61901,ST. HELENA IS.,,SH,-15.9419,-5.6672,435,5,61901
,,61902,WIDE AWAKE FIELD,,SH,-7.9667,-14.4,79,5,61902
,,68906,GOUGH ISLAND,,SH,-40.3495,-9.8804,54,5,68906
,,14015,LJUBLJANA/BEZIGRAD,,SI,46.0655,14.5124,299,5,14015
,,48698,SINGAPORE/CHANGI AIRPORT,,SN,1.3679,103.9824,14,5,48698
,,8001,LA CORUNA,,SP,43.3658,-8.4214,58,5,8001
,,8023,SANTANDER,,SP,43.4911,-3.8006,52,5,8023
,,8160,ZARAGOZA/AEROPUERTO,,SP,41.6606,-1.0042,263,5,8160
,,8190,BARCELONA SERVEI,,SP,41.3844,2.1181,95,5,8190
,,8221,MADRID/BARAJAS,,SP,40.4667,-3.5556,609,5,8221
,,8302,MALLORCA-SON BONET,,SP,39.6058,2.7067,41,5,8302
,,8383,HUELVA,,SP,37.2783,-6.9117,19,5,8383
,,8430,MURCIA,,SP,38.0019,-1.1708,61,5,8430
,,60018,TENERIFE-GUIMAR,,SP,28.3183,-16.3822,105,5,60018
,,62721,KHARTOUM,,SU,15.6,32.55,382,5,62721
,,1004,NY-ALESUND II,,SV,78.9233,11.9222,15,5,1004
,,1028,BJORNOYA,,SV,74.5167,19.0047,18,5,1028
,,2185,LULEA-KALLAX (2185-0),,SW,65.5433,22.1144,17,5,2185
,,2365,SUNDSVALL HARNOSAND (2365-0),,SW,62.5317,17.4361,3,5,2365
,,2527,GOTEBORG/LANDVETTER,,SW,57.6572,12.2911,164,5,2527
,,2591,VISBY AEROLOGISKA STATION,,SW,57.65,18.35,45,5,2591
,,6610,PAYERNE (6610-0),,SZ,46.8116,6.9425,490,5,6610
,,78970,PIARCO INT. AIRPORT; TRINIDAD,,TD,10.5917,-61.3432,12,5,78970
,,61976,SERGE-FROLOW (ILE TROMELIN),,TE,-15.8878,54.5206,7,5,61976
,,48327,CHIANG MAI,,TH,18.7706,98.9683,313,5,48327
,,48354,UDON THANI,,TH,17.3769,102.8094,177,5,48354
,,48378,PHITSANULOK,,TH,16.7961,100.2758,44,5,48378
,,48381,KHON KAEN,,TH,16.4608,102.7894,187,5,48381
,,48407,UBON RATCHATHANI,,TH,15.25,104.8667,122,5,48407
,,48431,NAKHON RATCHASIMA,,TH,14.9681,102.0858,186,5,48431
,,48453,BANGNA AGROMET,,TH,13.6664,100.6061,0,5,48453
,,48477,SATTAHIP,,TH,12.6914,100.9853,16,5,48477
,,48480,CHANTHA BURI,,TH,12.6094,102.1039,2,5,48480
,,48500,PRACHUAP KHIRIKHAN,,TH,11.835,99.8103,4,5,48500
,,48551,SURAT THANI,,TH,9.1342,99.1519,5,5,48551
,,48565,PHUKET AIRPORT,,TH,8.145,98.3144,5,5,48565
,,48568,SONGKHLA,,TH,7.1819,100.6075,4,5,48568
,,65387,LOME,,TO,6.1667,1.25,20,5,65387
,,60715,TUNIS-CARTHAGE,,TS,36.8507,10.2147,4,5,60715
,,60760,TOZEUR,,TS,33.9167,8.1667,86,5,60760
,,17030,SAMSUN,,TU,41.3442,36.2564,4,5,17030
,,17064,ISTANBUL BOLGE (KARTAL),,TU,40.9113,29.1558,18,5,17064
,,17095,ERZURUM BOLGE,,TU,39.9058,41.2544,1860,5,17095
,,17196,KAYSERI BALGE,,TU,38.687,35.5,1094,5,17196
,,17220,IZMIR/GUZELYALI,,TU,38.3949,27.0819,23,5,17220
,,17240,ISPARTA,,TU,37.7848,30.5679,997,5,17240
,,17281,DIYARBAKIR-BOLGE,,TU,37.9094,40.2133,680,5,17281
,,17351,ADANA/BOLGE,,TU,37.0041,35.3443,23,5,17351
,,91643,FUNAFUTI (91643-0),,TV,-8.5167,179.2167,1,5,91643
,,46734,MAKUNG AB (=593450),,TW,23.5833,119.6167,31,5,46734
,,46750,PINGTUNG SOUTH(AFB),,TW,22.6667,120.45,24,5,46750
,,46757,HSINCHU CITY,,TW,24.8333,120.0,27,5,46757
,,46780,LU-TAO,,TW,22.6833,121.5,280,5,46780
,,46810,DONGSHA (=597920),,TW,20.7167,116.7167,3,5,46810
,,58968,TAIBEI,,TW,25.0333,121.5167,9,5,58968
,,58974,PENGJIA YU,,TW,25.6333,122.0667,-999,5,58974
,,59362,HUALIAN,,TW,24.0167,121.6167,-999,5,59362
,,63894,DAR ES SALAAM INT,,TZ,-6.8761,39.2075,55,5,63894
,,78988,HATO AIRPORT; CURACAO,,UC,12.2,-68.9667,8,5,78988
,,63705,ENTEBBE AIRPORT,,UG,0.05,32.45,1155,5,63705
,,3005,LERWICK,,UK,60.1392,-1.1847,82,5,3005
,,3023,SOUTH UIST RANGE,,UK,57.3575,-7.385,4,5,3023
,,3238,ALBEMARLE,,UK,55.0197,-1.8817,142,5,3238
,,3354,NOTTINGHAM; WATNALL,,UK,53.0056,-1.2511,117,5,3354
,,3502,ABERPORTH,,UK,52.1394,-4.5711,133,5,3502
,,3559,CARDINGTON,,UK,52.1039,-0.4214,29,5,3559
,,3693,SHOEBURYNESS; LANDWICK,,UK,51.5547,0.8269,2,5,3693
,,3743,LARKHILL,,UK,51.2017,-1.8058,132,5,3743
,,3808,CAMBORNE,,UK,50.2183,-5.3275,87,5,3808
,,3882,HERSTMONCEUX,,UK,50.8994,0.3169,52,5,3882
,,3918,CASTOR BAY,,UK,54.5,-6.3333,18,5,3918
,,33317,SHEPETIVKA,,UP,50.1614,27.037,278,5,33317
,,33345,KYIV,,UP,50.3918,30.5356,167,5,33345
,,33393,LVIV,,UP,49.8075,23.9651,323,5,33393
,,33658,CHERNIVTSI,,UP,48.2665,25.9724,246,5,33658
,,33791,KRYVYI RIH,,UP,48.0537,33.2111,124,5,33791
,,33837,ODESA,,UP,46.4408,30.7703,42,5,33837
,,33946,SIMFEROPOL,,UP,45.0402,33.9672,181,5,33946
,,33966,BILOHIRSK,,UP,45.0454,34.5986,205,5,33966
,,34300,KHARKIV,,UP,49.928,36.2824,156,5,34300
PABR,BRW,70026,Barrow,AK,US,71.29,-156.77,7,5,BRW
,,70027,Barrow ARM-NSA,AK,US,71.3166666667,-156.616666667,7,8,
PAOT,OTZ,70133,Kotzebue,AK,US,66.87,-162.64,3,5,OTZ
PAOM,OME,70200,Nome,AK,US,64.5,-165.44,11,5,OME
PABE,BET,70219,Bethel,AK,US,60.78,-161.8,41,5,BET
PAMC,MCG,70231,McGrath,AK,US,62.95,-155.61,103,5,MCG
PAFA,FAI,70261,Fairbanks,AK,US,64.82,-147.87,132,5,FAI
PANC,ANC,70273,Anchorage,AK,US,61.17,-150.0,38,5,ANC
PASN,SNP,70308,St Paul Island,AK,US,57.15,-170.22,29,5,SNP
PACD,CDB,70316,Cold Bay,AK,US,55.21,-162.72,30,5,CDB
PAKN,AKN,70326,King Salmon,AK,US,58.68,-156.65,17,5,AKN
PADQ,ADQ,70350,Kodiak,AK,US,57.76,-152.5,34,5,ADQ
PAYA,YAK,70361,Yakutat,AK,US,59.52,-139.67,11,5,YAK
PANT,ANN,70398,Annette Island,AK,US,55.04,-131.57,36,5,ANN
PASY,SYA,70414,Shemya,AK,US,52.72,174.12,31,5,SYA
KEYW,EYW,72201,Key West,FL,US,24.55,-81.75,5,2,KEY
KMFL,MFL,72202,Miami,FL,US,25.75,-80.3666666667,5,8,MFL
KJAX,JAX,72206,Jacksonville,FL,US,30.4941,-81.6879,10,0,JAX
KCHS,CHS,72208,Charleston,SC,US,32.91,-80.03,13,1,CHS
KTBW,TBW,72210,Tampa,FL,US,27.7,-82.4,12,8,TBW
KTLH,TLH,72214,Tallahassee,FL,US,30.4,-84.35,19,3,TLH
KFFC,FFC,72215,Peachtree City,GA,US,33.35,-84.56,262,1,FFC
KVPS,VPS,72221,Eglin AFB,FL,US,30.48,-86.53,26,6,VPS
KBMX,BMX,72230,Birmingham,AL,US,33.1666666667,-86.7666666667,197,8,BMX
KLIX,LIX,72233,Slidell,LA,US,30.3333333333,-89.8333333333,7,8,LIX
KJAN,JAN,72235,Jackson,MS,US,32.33,-90.08,91,3,JAN
KLCH,LCH,72240,Lake Charles,LA,US,30.12,-93.22,4,3,LCH
KSHV,SHV,72248,Shreveport,LA,US,32.45,-93.83,83,3,SHV
KFWD,FWD,72249,Fort Worth,TX,US,32.8166666667,-97.2833333333,196,8,FWD
KBRO,BRO,72250,Brownsville,TX,US,25.9,-97.43,7,0,BRO
KCRP,CRP,72251,Corpus Christi,TX,US,27.77,-97.5,14,2,CRP
KDRT,DRT,72261,Del Rio,TX,US,29.38,-100.92,313,2,DRT
KMAF,MAF,72265,Midland,TX,US,31.933,-102.2,874,5,MAF
,,72274,AZ TUCSON; AZ,,US,32.2278,-110.9558,751,5,72274
KNKX,NKX,72293,San Diego,CA,US,32.88,-117.15,146,5,NKX
KMHX,MHX,72305,Morehead/Newport,NC,US,34.7666666667,-76.8666666667,9,8,MHX
KGSO,GSO,72317,Greensboro,NC,US,36.01,-79.95,275,3,GSO
KRNK,RNK,72318,Blacksburg,VA,US,37.2,-80.4,648,8,RNK
KBNA,BNA,72327,Nashville,TN,US,36.12,-86.68,210,2,BNA
KLZK,LZK,72340,Little Rock,AR,US,34.84,-92.25,173,8,LZK
KOUN,OUN,72357,Norman,OK,US,35.246,-97.472,357,3,OUN
KAMA,AMA,72363,Amarillo,TX,US,35.23,-101.7,1093,3,AMA
KEPZ,EPZ,72364,El Paso,TX,US,31.87,-106.7,1251,8,EPZ
KABQ,ABQ,72365,Albuquerque,NM,US,35.05,-106.62,1618,0,ABQ
KFGZ,FGZ,72376,Flagstaff,AZ,US,35.23,-111.82,2192,8,FGZ
KEDW,EDW,72381,Edwards AFB,CA,US,34.91,-117.87,702,3,EDW
KDRA,DRA,72387,Desert Research Lab,NV,US,36.62,-116.02,1006,5,DRA
KVEF,VEF,72388,Las Vegas,NV,US,36.05,-115.183333333,694,8,VEF
,,72391,CA POINT MUGU/NAS,,US,34.1167,-119.1167,4,5,72391
KVBG,VBG,72393,Vandenberg AFB,CA,US,34.75,-120.57,112,3,VBG
KWAL,WAL,72402,Wallops Island,VA,US,37.94,-75.47,14,5,WAL
KIAD,IAD,72403,Washington/Dulles,VA,US,38.96,-77.45,93,0,IAD
KILN,ILN,72426,Wilmington,OH,US,39.43,-83.8,322,3,ILN
KSGF,SGF,72440,Springfield,MO,US,37.23,-93.4,390,5,SGF
KDDC,DDC,72451,Dodge City,KS,US,37.78,-99.97,789,0,DDC
KTOP,TOP,72456,Topeka,KS,US,39.08,-95.62,268,3,TOP
KDNR,DNR,72469,Denver,CO,US,39.75,-104.866666667,1608,8,DNR
KGJT,GJT,72476,Grand Junction,CO,US,39.12,-108.53,1475,2,GJT
KREV,REV,72489,Reno,NV,US,39.5666666667,-119.8,1516,8,REV
KOAK,OAK,72493,Oakland,CA,US,37.7,-122.22,26,1,OAK
KOKX,OKX,72501,Brookhaven/Upton,NY,US,40.8666666667,-72.8666666667,26,8,OKX
KALB,ALB,72518,Albany,NY,US,42.76,-73.8,92,3,ALB
KPIT,PIT,72520,Pittsburgh,PA,US,40.51,-80.22,357,2,PIT
KBUF,BUF,72528,Buffalo,NY,US,42.94,-78.73,211,0,BUF
KOAX,OAX,72558,Omaha/Valley,NE,US,41.3166666667,-96.3666666667,350,8,OAX
KLBF,LBF,72562,North Platte,NE,US,41.14,-100.68,847,3,LBF
KSLC,SLC,72572,Salt Lake City,UT,US,40.79,-111.97,1286,0,SLC
KLKN,LKN,72582,Elko,NV,US,40.8666666667,-115.716666667,1608,8,LKN
KMFR,MFR,72597,Medford,OR,US,42.38,-122.87,396,0,MFR
KDTX,DTX,72632,Detroit,MI,US,42.71,-83.47,327,8,DTX
KAPX,APX,72634,Gaylord/Alpena,MI,US,44.9,-84.7166666667,446,8,APX
KGRB,GRB,72645,Green Bay,WI,US,44.48,-88.13,208,3,GRB
KMPX,MPX,72649,Twin Cities/Chanhassen,MN,US,44.85,-93.5666666667,288,8,MPX
KABR,ABR,72659,Aberdeen,SD,US,45.46,-98.43,397,3,ABR
KUNR,UNR,72662,Rapid City,SD,US,44.067,-103.200,1027,8,UNR
KRIW,RIW,72672,Riverton,WY,US,43.05,-108.45,1697,2,RIW
KBOI,BOI,72681,Boise,ID,US,43.58,-116.22,875,0,BOI
KSLE,SLE,72694,Salem,OR,US,44.93,-123.02,59,2,SLE
KCAR,CAR,72712,Caribou,ME,US,46.88,-68.02,191,0,CAR
KINL,INL,72747,International Falls,MN,US,48.58,-93.38,360,1,INL
KBIS,BIS,72764,Bismarck,ND,US,46.78,-100.75,505,0,BIS
KGGW,GGW,72768,Glasgow,MT,US,48.21,-106.63,694,2,GGW
KTFX,TFX,72776,Great Falls,MT,US,47.4666666667,-111.383333333,1132,8,TFX
KOTX,OTX,72786,Spokane,WA,US,47.68,-117.63,727,8,OTX
KUIL,UIL,72797,Quillayute,WA,US,47.96,-124.55,54,2,UIL
,,74001,AL REDSTONE ARSENAL; AL.,,US,34.6,-86.6333,175,5,74001
,,74002,MD ABERDEEN PRVGR,,US,39.5,-76.1667,5,5,74002
,,74003,UT DUGWAY PRVGR,,US,40.1667,-112.9333,1325,5,74003
K1Y7,1Y7,74004,Yuma,AZ,US,32.85,-114.4,231,8,1Y7
,,74005,AZ YUMA PRVGR,,US,32.8636,-114.033,231,5,74005
KGYX,GYX,74389,Gray,ME,US,43.9,-70.25,125,8,GYX
KDVN,DVN,74455,Davenport,IA,US,41.62,-90.58,230,3,DVN
KCHH,CHH,74494,Chatham,MA,US,41.68,-69.97,16,8,CHH
KILX,ILX,74560,Lincoln,IL,US,40.15,-89.3333333333,177,8,ILX
,,74612,CA CHINA LAKE; NAF; CA.,,US,35.6833,-117.6833,696,5,74612
KPSR,PSR,74626,Phoenix,AZ,US,33.4333333333,-112.016666667,342,8,74626
,,74646,OK LAMONT,,US,36.6,-97.5,306,5,74646
KXMR,XMR,74794,Cocoa Beach,FL,US,28.468,-80.567,3,8,XMR
PHLI,LIH,91165,Lihue,HI,US,21.98,-159.35,45,5,LIH
PHTO,ITO,91285,Hilo,HI,US,19.72,-155.07,12,5,ITO
,,43243,KAVALI,,UV,14.9167,0.008,17,5,43243
,,65503,OUAGADOUGOU,,UV,12.35,-1.5167,303,5,65503
,,65510,BOBO-DIOULASSO,,UV,11.1667,-4.3,432,5,65510
,,80413,MARACAY - B.A. SUCRE,,VE,10.25,-67.65,436,5,80413
,,80422,CARUPANO; SUCRE,,VE,10.6667,-63.25,10,5,80422
,,80447,SAN ANTONIO DEL TACHIRA,,VE,7.85,-72.45,377,5,80447
,,80450,SAN FERNANDO DE APURE,,VE,7.9,-67.4167,47,5,80450
,,80462,SANTA ELENA DE UAIREN,,VE,4.6,-61.1167,907,5,80462
,,48820,HA NOI,,VM,21.0333,105.8,5,5,48820
,,48839,BACH LONG VI (RADIOSONDE),,VM,20.1294,107.7226,7,5,48839
,,48845,VINH,,VM,18.6667,105.6833,5,5,48845
,,48855,DA NANG,,VM,16.0667,108.35,7,5,48855
,,48870,QUY NHON,,VM,13.7667,109.2167,4,5,48870
,,48877,NHA TRANG,,VM,12.2167,109.2167,3,5,48877
,,48887,PHAN THIET,,VM,10.9333,108.1,8,5,48887
,,48900,TAN SON HOA,,VM,10.8167,106.6667,5,5,48900
,,48914,CA MAU,,VM,9.1833,105.15,1,5,48914
,,68098,WALVIS BAY AIRPORT,,WA,-22.9833,14.65,88,5,68098
,,68110,WINDHOEK,,WA,-22.5667,17.1,1725,5,68110
,,68312,KEETMANSHOOP AIRPORT,,WA,-26.5333,18.1167,1064,5,68312
,,60096,DAKHLA,,WI,23.7111,-15.9308,11,5,60096
,,67774,HARARE (BELVEDERE),,ZI,-17.8318,31.0178,1471,5,67774
KTUS,TUS,,Tucson,AZ,US,32.12,-110.93,776,2,TUS
,LMN,74647,Lamont Profiler,OK,US,36.6833333333,-97.4666666667,306,8,LMN
CYYT,YYT,71801,St. Johns,NF,CA,47.62,-52.75,140,5,YYT
CYXE,YXE,71866,Saskatoon,SK,CA,52.18,-106.7,504,5,YXE
MMGL,GDL,,Guadalajara/Don Miguel,,MX,20.52,-103.32,1528,5,GDL
MMGM,GYM,,Guaymas,,MX,27.97,-110.93,20,5,GYM
MMGD,GUD,76151,Isla Guadalupe,,MX,29.1666666667,-118.316666667,25,8,GUD
MMSC,SOC,76723,Isla Socorro,,MX,18.7166666667,-110.95,35,8,SOC
MMLP,LAP,,La Paz,,MX,24.07,-110.37,21,1,LAP
MMZO,ZLO,,Manzanillo,,MX,19.15,-104.57,8,5,ZLO
MMMZ,MZT,,Mazatlan/Gen Buelna,,MX,23.17,-106.27,10,5,MZT
MMMX,MEX,,Mexico City/Licenci,,MX,19.43,-99.1,2238,1,MEX
MMTC,TRC,76382,Torreon,,MX,25.53,-103.45,1124,5,TRC
MMZC,ZCL,,Zacatecas,,MX,22.9,-102.68,2177,4,ZCL
